Oscore,Cscore,Escore,Ascore,Nscore,Amphet
-1.68062,-0.52745,-0.57545,0.43852,-0.46725,CL0
0.58331,0.7583,-0.94779,0.59042,0.82562,CL0
0.7233,0.25953,-0.43999,-0.01729,0.82562,CL0
-0.31776,0.12331,1.11406,-0.60633,-0.46725,CL2
-1.11902,-0.78155,-0.57545,-0.91699,-0.34799,CL1
-0.17779,0.7583,0.16767,-0.30172,-0.79151,CL0
-0.45174,0.7583,-0.30033,1.11406,0.13606,CL0
-0.97631,0.58489,0.16767,0.76096,-0.24649,CL0
-2.39883,-0.40581,-0.43999,0.13136,-0.58016,CL0
-1.11902,0.58489,0.47617,1.61108,-2.05048,CL0
-0.58331,2.04506,0.32197,-1.34289,-1.32828,CL0
0.14143,-0.27607,-0.30033,-0.15487,0.13606,CL0
-0.17779,0.58489,0.32197,0.13136,-0.58016,CL0
0.29338,-0.00665,-0.43999,0.13136,-0.67825,CL0
0.14143,0.12331,0.00332,0.28783,0.62967,CL0
-0.58331,1.13407,0.32197,-0.01729,-0.46725,CL0
-2.21069,1.46191,-0.15487,-0.60633,-0.79151,CL0
-0.17779,1.81175,0.63779,-0.76096,-1.43907,CL2
-0.45174,-0.78155,1.2861,-1.47955,0.22393,CL1
-0.97631,0.58489,0.63779,-0.30172,-1.86962,CL0
-0.84732,0.41594,0.47617,-1.47955,0.13606,CL0
0.29338,0.93949,0.32197,-1.34289,-0.79151,CL0
1.43533,0.58489,1.2861,0.94156,-0.92104,CL1
-1.97495,0.7583,-0.15487,0.59042,-0.14882,CL0
-0.45174,-0.65253,-1.09207,-1.6209,0.13606,CL2
-0.31776,-1.25773,-0.69509,-0.60633,-0.92104,CL0
-0.31776,-0.40581,0.63779,-0.76096,-1.43907,CL0
-0.17779,0.25953,-0.15487,-0.15487,0.91093,CL1
1.88511,-0.00665,1.58487,1.2861,0.13606,CL3
1.65653,-0.40581,-0.94779,-0.01729,1.8399,CL1
-0.31776,-0.65253,-0.15487,-0.30172,1.37297,CL1
0.58331,-0.27607,0.16767,0.13136,-0.67825,CL1
0.7233,0.58489,0.80523,0.28783,-1.55078,CL1
0.44585,-1.38502,-1.37639,0.94156,1.02119,CL2
0.29338,-1.64101,-1.50796,0.13136,-0.46725,CL0
-0.97631,-0.27607,1.11406,0.43852,0.13606,CL0
0.7233,-0.40581,-0.15487,0.13136,0.04257,CL2
-1.11902,-0.65253,0.32197,-0.15487,-1.86962,CL0
-0.58331,2.63199,-1.09207,-2.07848,-0.58016,CL3
0.29338,-1.25773,-0.69509,-2.21844,-0.05188,CL0
0.14143,-0.65253,0.96248,-1.07533,-0.79151,CL2
1.06238,0.41594,0.00332,-0.45321,0.31287,CL0
-0.17779,0.12331,0.16767,-0.30172,0.62967,CL0
-0.01928,1.13407,0.80523,-0.91699,0.31287,CL3
-1.42424,-0.40581,-1.7625,-0.30172,0.31287,CL2
-0.01928,-0.65253,-0.15487,1.81866,-0.79151,CL1
-0.71727,0.93949,0.80523,1.2861,-1.05308,CL0
1.65653,-0.00665,0.00332,0.94156,0.52135,CL1
0.14143,-1.64101,-0.30033,-0.30172,-0.34799,CL2
-0.31776,-0.00665,0.00332,-0.15487,0.22393,CL1
-0.17779,-0.14277,-0.80615,-1.34289,0.62967,CL1
-2.09015,0.7583,-0.15487,0.28783,-0.92104,CL0
-1.42424,-0.27607,-0.94779,-0.76096,0.22393,CL1
-0.97631,-1.0145,0.32197,0.94156,0.04257,CL2
-1.68062,0.12331,-0.30033,0.28783,-0.24649,CL0
-1.11902,-0.14277,1.93886,1.2861,0.22393,CL1
-1.55521,1.63088,0.96248,2.23427,-0.14882,CL0
-1.11902,1.81175,0.47617,0.59042,0.04257,CL0
1.06238,0.7583,-0.30033,1.81866,-0.67825,CL0
0.29338,0.41594,0.47617,-0.91699,-1.43907,CL2
-0.84732,-2.04506,-0.43999,-1.772,2.82196,CL2
0.29338,-1.78169,-0.30033,-0.15487,1.37297,CL0
-0.58331,1.81175,0.47617,0.76096,-0.46725,CL0
-2.09015,0.58489,1.45421,-0.01729,-0.67825,CL0
0.29338,-0.00665,0.00332,-0.15487,-0.92104,CL2
-0.71727,-0.27607,0.63779,-0.76096,0.41667,CL0
0.58331,0.7583,0.80523,0.13136,-0.46725,CL0
-0.58331,0.41594,-0.94779,-0.91699,1.02119,CL0
0.44585,-0.65253,-1.09207,2.75696,0.22393,CL2
-0.84732,-1.13788,-0.15487,-0.76096,0.04257,CL2
1.06238,-0.89891,1.45421,-1.772,1.13281,CL0
0.44585,0.7583,0.63779,-0.30172,-0.34799,CL3
-0.84732,-1.0145,-0.15487,0.59042,0.73545,CL2
-0.84732,0.7583,0.80523,-0.15487,-1.1943,CL0
0.14143,0.93949,-0.15487,0.13136,-0.14882,CL0
-0.31776,0.41594,-1.7625,0.13136,1.23461,CL2
0.88309,-0.27607,-0.57545,-0.76096,-0.14882,CL6
0.7233,-2.57309,-0.80615,-0.76096,0.82562,CL3
0.29338,-0.65253,-0.43999,-2.21844,1.60383,CL3
0.14143,0.7583,-0.57545,0.59042,-0.46725,CL0
0.14143,0.12331,0.00332,0.59042,0.62967,CL4
1.88511,-0.40581,1.2861,-2.5383,0.91093,CL3
1.24033,0.25953,-1.37639,-1.772,1.23461,CL3
-2.63199,-1.25773,-1.37639,1.81866,1.49158,CL0
1.43533,-2.30408,0.47617,0.13136,0.82562,CL2
-0.58331,-1.25773,-0.94779,1.45039,1.02119,CL1
1.06238,0.93949,-0.80615,0.76096,0.31287,CL2
-0.01928,-0.40581,-1.09207,-0.45321,1.37297,CL0
1.06238,-0.27607,0.63779,1.11406,0.31287,CL2
1.24033,1.46191,0.00332,-0.01729,0.22393,CL1
-0.71727,0.12331,0.16767,-0.30172,-0.05188,CL0
1.43533,-0.00665,1.74091,0.76096,-1.1943,CL3
-1.42424,-2.04506,-1.6334,1.61108,2.82196,CL1
0.29338,0.7583,0.80523,-0.15487,0.13606,CL0
1.06238,2.33337,2.57309,1.11406,-0.92104,CL2
-0.17779,-0.00665,0.00332,1.2861,0.31287,CL2
-0.45174,-0.52745,0.00332,-0.76096,1.37297,CL0
0.14143,0.41594,0.96248,-0.15487,-0.24649,CL0
-0.45174,0.93949,0.96248,0.76096,-1.1943,CL1
0.58331,-0.40581,-0.94779,-1.772,1.72012,CL0
-0.71727,-1.25773,-0.69509,-1.21213,1.49158,CL0
-0.31776,0.58489,0.80523,0.94156,0.41667,CL0
1.43533,0.25953,-0.43999,1.45039,0.41667,CL0
-0.17779,-0.65253,-0.80615,-1.34289,1.13281,CL3
0.29338,0.58489,0.16767,-0.15487,1.02119,CL2
0.29338,1.63088,-0.15487,0.13136,-0.67825,CL1
1.43533,0.93949,0.47617,0.28783,1.23461,CL0
-0.58331,-0.27607,0.96248,0.76096,-0.58016,CL1
-1.55521,-0.78155,0.32197,1.11406,-0.46725,CL0
1.06238,-1.38502,-1.6334,-0.76096,1.49158,CL5
1.24033,0.25953,-1.7625,-1.07533,1.8399,CL0
0.14143,-0.40581,-1.37639,0.76096,0.41667,CL3
0.29338,-1.64101,-1.37639,-1.92595,1.98437,CL0
0.88309,-1.38502,1.11406,-1.34289,-1.05308,CL0
0.44585,-0.78155,0.80523,-0.30172,0.62967,CL1
0.44585,-0.00665,0.47617,0.59042,-0.92104,CL2
0.88309,0.25953,-0.57545,-0.01729,0.52135,CL0
0.88309,-1.64101,-1.6334,-1.21213,0.73545,CL0
0.44585,0.12331,-0.43999,0.59042,-1.1943,CL0
0.58331,0.93949,0.16767,0.59042,-0.79151,CL1
2.90161,-0.00665,1.2861,-0.60633,0.04257,CL2
0.88309,-0.78155,-0.57545,0.43852,-0.05188,CL1
1.43533,-1.92173,-0.69509,-0.15487,1.37297,CL1
-0.84732,1.13407,0.47617,-0.76096,0.04257,CL0
-1.42424,-0.40581,-0.15487,-0.01729,-0.58016,CL1
-0.31776,-0.27607,0.63779,-0.60633,-1.55078,CL0
-0.31776,0.58489,-0.30033,-0.76096,0.04257,CL0
-0.31776,0.41594,0.00332,-0.01729,-0.05188,CL0
0.29338,-1.13788,0.47617,-1.07533,0.41667,CL1
0.88309,0.58489,0.63779,-0.76096,-0.46725,CL2
-0.97631,-0.00665,-0.30033,-1.34289,0.13606,CL2
-1.11902,-0.78155,-1.09207,-1.772,1.49158,CL2
-0.31776,0.12331,1.11406,0.28783,-1.05308,CL0
-0.58331,-0.40581,0.96248,-0.30172,0.04257,CL2
-0.17779,0.25953,0.47617,-0.15487,0.41667,CL1
0.58331,-1.0145,0.47617,0.13136,0.41667,CL3
-0.17779,0.41594,-0.30033,0.76096,-0.14882,CL2
-1.55521,-0.27607,-0.30033,-0.45321,0.91093,CL0
0.44585,0.25953,1.93886,0.13136,-1.43907,CL3
-0.71727,0.25953,0.16767,-1.6209,-0.14882,CL2
0.29338,0.93949,-0.15487,-0.45321,0.31287,CL0
0.14143,-0.78155,-0.57545,-0.15487,0.52135,CL3
-1.27553,1.81175,0.32197,1.11406,-0.14882,CL2
-0.97631,0.93949,-0.30033,-0.76096,0.22393,CL0
-0.84732,0.12331,-0.30033,-0.45321,0.62967,CL0
-0.01928,-0.14277,0.32197,-1.34289,0.04257,CL0
-0.17779,-1.25773,0.47617,-0.76096,-0.24649,CL0
-1.82919,0.41594,-0.80615,0.13136,0.13606,CL2
1.06238,2.63199,0.63779,2.03972,-0.67825,CL1
-1.11902,0.41594,0.47617,-0.01729,-1.86962,CL0
-0.31776,-1.38502,-1.37639,-1.92595,0.91093,CL0
-0.17779,-1.64101,-0.15487,0.59042,0.62967,CL0
-0.01928,-0.00665,1.11406,-0.01729,0.73545,CL2
0.58331,0.58489,0.00332,-1.92595,0.91093,CL0
-0.71727,-0.89891,-1.50796,0.28783,1.02119,CL2
-0.71727,1.13407,0.16767,1.61108,-0.24649,CL0
-0.71727,-0.65253,-0.15487,-1.6209,-0.34799,CL0
-0.45174,1.46191,2.32338,1.45039,-1.86962,CL0
0.88309,-0.52745,0.00332,-2.07848,0.91093,CL4
-0.97631,-0.65253,0.80523,0.94156,1.37297,CL0
-1.27553,-0.89891,-0.30033,0.76096,0.73545,CL0
-0.01928,0.58489,-0.30033,0.59042,1.13281,CL0
-0.17779,1.81175,1.2861,0.59042,-1.32828,CL0
-0.17779,0.12331,0.32197,-0.91699,-1.05308,CL0
-0.01928,0.41594,0.80523,0.76096,0.22393,CL0
0.88309,-1.0145,0.80523,-1.21213,0.73545,CL1
-0.97631,0.25953,0.63779,-0.76096,0.82562,CL0
-0.71727,-1.0145,-0.57545,-0.76096,1.23461,CL0
-0.45174,-0.78155,0.16767,0.59042,1.60383,CL0
0.88309,-0.00665,-0.43999,3.15735,-0.92104,CL2
-0.97631,2.04506,-0.69509,-0.45321,-1.86962,CL0
0.14143,-1.78169,-0.43999,0.13136,1.23461,CL0
0.14143,-0.14277,1.11406,-0.60633,-1.1943,CL0
-1.42424,1.30612,-0.43999,0.76096,-0.14882,CL0
0.14143,1.13407,1.2861,-1.07533,-0.79151,CL2
-0.17779,0.25953,-1.50796,0.76096,1.72012,CL0
-0.45174,0.41594,-1.92173,-0.01729,1.02119,CL0
-0.45174,1.30612,0.47617,-0.01729,0.62967,CL0
-1.11902,0.93949,-0.94779,-0.01729,0.22393,CL0
0.29338,0.25953,-0.30033,-0.15487,-0.14882,CL2
-0.17779,1.30612,0.96248,1.45039,-1.69163,CL0
-0.58331,-0.14277,-0.15487,0.94156,-0.46725,CL2
0.44585,1.13407,0.00332,0.28783,-0.79151,CL1
-0.71727,0.41594,0.16767,0.28783,1.02119,CL0
0.44585,0.7583,0.63779,-1.07533,0.62967,CL1
-1.55521,1.46191,0.47617,-0.30172,2.61139,CL0
-0.58331,-0.27607,0.32197,-1.772,0.82562,CL0
-0.01928,-0.40581,-0.43999,0.13136,-0.46725,CL6
0.14143,-0.78155,-0.80615,0.59042,0.31287,CL0
-0.97631,0.58489,1.11406,0.94156,0.91093,CL2
1.24033,-0.52745,0.63779,-0.91699,1.8399,CL0
-0.17779,-0.00665,-0.80615,-0.30172,1.02119,CL0
-0.17779,2.63199,0.80523,-0.91699,-0.34799,CL0
-1.11902,-0.40581,1.11406,-1.772,0.22393,CL0
-0.17779,1.81175,1.93886,1.11406,-1.69163,CL0
-1.68062,-0.65253,-1.23177,-1.07533,1.23461,CL1
0.44585,-0.40581,0.96248,-0.60633,-0.92104,CL0
-1.82919,-1.78169,-1.50796,0.59042,2.127,CL1
-1.55521,1.13407,0.80523,-0.45321,-1.86962,CL0
0.14143,0.93949,0.32197,0.59042,0.82562,CL0
-0.71727,-0.14277,0.80523,1.2861,1.02119,CL0
0.29338,1.46191,-0.15487,1.11406,1.02119,CL1
0.58331,0.7583,0.80523,0.13136,-0.14882,CL0
-1.11902,-1.92173,0.00332,-0.01729,-1.1943,CL1
0.44585,-0.65253,1.58487,-0.30172,-0.92104,CL0
1.65653,0.93949,1.2861,-0.30172,0.31287,CL0
-0.58331,-0.40581,0.00332,0.43852,0.62967,CL0
-0.31776,0.7583,0.16767,-1.21213,-0.24649,CL0
1.24033,-0.27607,-0.57545,-1.07533,0.73545,CL0
-0.31776,-1.78169,0.32197,0.76096,0.31287,CL5
0.44585,0.12331,1.58487,0.94156,-0.46725,CL3
0.29338,0.41594,-0.15487,-0.91699,-1.32828,CL1
-0.58331,0.58489,0.00332,-0.60633,-0.58016,CL3
-0.31776,1.63088,-0.43999,-1.6209,0.41667,CL0
0.14143,2.04506,0.96248,0.43852,-2.75696,CL0
-0.01928,0.58489,0.96248,0.59042,-0.05188,CL0
-0.58331,-0.65253,-0.57545,-1.21213,-0.34799,CL2
-0.45174,0.41594,0.16767,-1.34289,0.31287,CL1
0.7233,0.93949,0.80523,0.94156,-1.43907,CL2
-0.31776,0.58489,-0.43999,-0.76096,-0.34799,CL1
-0.58331,0.25953,0.16767,0.43852,0.04257,CL1
0.29338,-0.89891,-0.15487,-0.01729,0.52135,CL0
-0.58331,0.12331,-0.57545,1.81866,0.73545,CL0
0.7233,-1.0145,1.11406,0.13136,1.02119,CL5
-1.11902,0.58489,-1.6334,-2.07848,0.52135,CL3
0.7233,-1.0145,-0.94779,-0.60633,1.98437,CL3
-0.45174,0.12331,-0.80615,-1.47955,-0.67825,CL0
0.29338,0.41594,0.32197,0.94156,0.41667,CL0
1.88511,-1.0145,1.11406,1.2861,-2.52197,CL3
-1.11902,-0.78155,0.00332,1.45039,-0.46725,CL0
0.88309,-0.14277,0.00332,2.03972,-0.05188,CL1
1.24033,1.13407,1.2861,0.13136,-1.69163,CL6
-1.42424,-1.5184,-0.80615,1.11406,1.23461,CL1
0.88309,-0.65253,0.96248,0.13136,-0.92104,CL1
-0.58331,0.58489,0.32197,1.2861,-0.67825,CL0
-0.17779,-0.40581,0.16767,-0.30172,-1.1943,CL1
-0.31776,-0.65253,-0.30033,-1.6209,1.98437,CL3
-0.71727,0.25953,0.63779,-0.91699,-0.24649,CL2
-0.45174,-0.27607,-0.15487,0.76096,0.13606,CL0
-0.17779,-1.0145,0.16767,-0.60633,1.02119,CL6
-0.31776,0.7583,1.2861,-0.60633,-0.92104,CL2
0.88309,-0.00665,1.11406,0.13136,-0.05188,CL0
0.7233,0.58489,-0.94779,-0.91699,-0.67825,CL0
-0.45174,-1.78169,-1.37639,1.45039,0.52135,CL0
-0.17779,0.25953,0.63779,-1.34289,-0.92104,CL0
-0.31776,1.63088,0.47617,0.28783,-0.14882,CL0
-0.45174,-1.38502,0.00332,-0.30172,-0.34799,CL0
-1.27553,0.25953,0.00332,-0.01729,0.04257,CL0
-0.58331,0.25953,-0.57545,-0.91699,-0.34799,CL1
-0.84732,0.41594,-0.43999,-0.45321,-0.05188,CL1
-1.55521,0.58489,-0.94779,1.81866,-1.69163,CL1
-1.27553,0.25953,-1.09207,1.61108,1.23461,CL0
0.58331,-0.14277,0.47617,0.28783,-0.46725,CL0
1.65653,1.13407,-0.30033,0.28783,0.52135,CL1
-0.31776,1.13407,-0.15487,2.23427,0.41667,CL0
-1.27553,0.7583,-0.43999,-0.91699,1.23461,CL0
0.44585,0.25953,1.74091,0.13136,-0.67825,CL0
-0.01928,-0.65253,0.16767,-1.07533,1.23461,CL3
-0.17779,-0.52745,-0.30033,1.11406,-0.79151,CL2
-0.45174,-0.00665,0.32197,0.43852,-0.67825,CL0
-0.97631,0.41594,0.16767,0.76096,-0.34799,CL0
-1.42424,1.63088,-0.57545,-0.15487,-0.24649,CL0
0.88309,0.41594,1.74091,1.2861,-0.24649,CL1
0.44585,-0.14277,-0.69509,0.13136,-0.14882,CL0
0.88309,1.81175,0.96248,2.23427,-0.67825,CL1
-0.31776,1.30612,0.63779,1.2861,-1.05308,CL0
-1.68062,-0.65253,-0.30033,0.59042,0.22393,CL3
-0.31776,-0.40581,-0.30033,-0.76096,0.04257,CL0
-0.31776,0.7583,-0.15487,-0.15487,-0.46725,CL0
1.06238,0.93949,1.45421,-1.6209,-1.43907,CL0
1.06238,-1.0145,0.16767,2.03972,1.13281,CL2
-1.27553,2.04506,0.80523,-0.01729,-0.14882,CL2
2.44904,0.12331,2.127,1.61108,-0.46725,CL2
0.44585,-1.0145,0.47617,0.59042,0.62967,CL0
1.24033,-1.0145,1.2861,-0.60633,1.02119,CL5
-0.01928,-0.00665,0.63779,0.13136,-0.67825,CL0
-0.71727,1.13407,0.96248,0.43852,-0.34799,CL0
-0.45174,-1.0145,1.74091,-0.15487,-0.46725,CL0
0.29338,-1.13788,-0.57545,-1.21213,1.23461,CL0
1.43533,-1.38502,-1.37639,-0.45321,1.13281,CL1
0.44585,-0.52745,0.16767,-0.30172,0.62967,CL0
1.88511,-0.40581,1.45421,-0.91699,-0.79151,CL3
-0.01928,0.12331,0.47617,1.11406,-1.32828,CL0
-0.71727,1.46191,-1.09207,-0.15487,-0.24649,CL0
0.29338,1.81175,0.16767,2.03972,0.04257,CL0
-0.31776,-1.38502,-1.23177,-1.34289,1.23461,CL1
0.58331,-0.52745,-0.43999,0.28783,-0.34799,CL0
0.14143,-0.27607,-0.43999,0.28783,1.13281,CL2
0.14143,-0.89891,-0.30033,-0.15487,-2.05048,CL0
1.24033,0.25953,-0.69509,-0.30172,0.91093,CL2
0.14143,-0.40581,2.127,0.28783,-1.69163,CL0
0.44585,-0.14277,0.96248,-0.30172,-0.58016,CL0
-0.45174,-0.40581,0.16767,-0.76096,-0.34799,CL0
-0.01928,0.12331,0.80523,-0.60633,-0.46725,CL1
1.43533,0.93949,0.00332,0.76096,-0.24649,CL0
0.44585,0.93949,1.11406,0.59042,1.23461,CL0
-0.58331,-1.0145,-0.69509,-0.60633,0.82562,CL0
-0.71727,-0.78155,-0.30033,-0.76096,-0.05188,CL2
-1.68062,0.25953,0.00332,-0.15487,0.22393,CL0
0.44585,-0.65253,-0.30033,-0.60633,0.52135,CL2
-0.31776,-2.04506,-2.11437,-0.01729,2.28554,CL0
-0.58331,1.46191,-0.30033,-1.21213,0.62967,CL4
-0.17779,-2.04506,-0.80615,-0.01729,0.22393,CL6
-1.27553,0.12331,0.00332,-0.60633,-1.32828,CL0
0.44585,0.58489,-1.7625,0.28783,1.37297,CL0
-0.45174,-0.65253,-0.15487,-0.15487,0.52135,CL2
1.24033,-1.5184,-0.69509,-1.21213,0.91093,CL0
0.7233,-0.78155,0.16767,-0.45321,-0.34799,CL5
1.43533,-0.89891,0.96248,-0.30172,1.60383,CL0
-0.97631,0.25953,0.63779,0.94156,-0.92104,CL1
-0.31776,0.58489,1.11406,-1.21213,1.02119,CL2
-0.45174,-0.14277,-0.69509,-0.01729,0.82562,CL1
-1.42424,-0.14277,-0.69509,-1.47955,0.41667,CL0
-0.97631,0.41594,-0.15487,0.13136,-0.14882,CL0
-0.31776,-0.52745,-0.69509,-0.30172,0.22393,CL0
0.14143,0.58489,-0.30033,0.43852,-1.1943,CL1
-0.45174,-0.27607,-0.57545,-0.60633,-0.92104,CL1
-0.01928,1.81175,-0.43999,1.2861,-0.14882,CL0
0.44585,1.46191,0.32197,-1.47955,-0.79151,CL1
1.06238,-0.00665,-0.30033,1.61108,-1.69163,CL0
0.88309,-0.65253,-0.94779,-0.01729,-0.05188,CL5
-0.71727,-1.0145,-1.09207,0.28783,-0.14882,CL2
0.44585,0.12331,0.16767,-0.91699,0.91093,CL2
0.44585,1.13407,1.11406,0.76096,-1.05308,CL1
0.58331,-0.00665,0.63779,-0.30172,-0.34799,CL1
-0.17779,-0.14277,0.80523,-0.91699,-1.43907,CL0
-0.58331,0.25953,-0.30033,-0.60633,-0.79151,CL1
1.06238,0.12331,0.32197,2.03972,-1.43907,CL2
-1.42424,0.25953,-0.94779,-0.45321,-0.14882,CL0
0.29338,-0.52745,1.93886,-0.15487,-0.05188,CL2
-0.45174,1.13407,-0.57545,0.76096,0.41667,CL0
-0.71727,0.41594,-0.30033,0.59042,-0.92104,CL0
0.58331,-1.25773,0.16767,-0.60633,0.91093,CL2
-0.84732,0.41594,-0.15487,1.11406,-0.58016,CL0
0.7233,1.13407,0.32197,0.13136,0.52135,CL3
0.88309,-0.00665,0.80523,1.81866,0.52135,CL5
0.44585,-0.27607,1.11406,-1.07533,0.73545,CL0
1.06238,0.25953,0.47617,1.81866,0.62967,CL3
-1.27553,-1.78169,-1.50796,-0.60633,-0.05188,CL0
-0.31776,0.25953,-0.80615,0.13136,-0.79151,CL1
-0.71727,-0.27607,-1.23177,-0.60633,-0.05188,CL2
-0.71727,-0.40581,-0.94779,-0.45321,-0.34799,CL1
0.88309,1.13407,0.80523,-0.15487,1.23461,CL4
0.29338,0.12331,-0.69509,0.76096,1.60383,CL2
-0.01928,-0.40581,-0.30033,-0.60633,-0.05188,CL1
0.29338,0.58489,1.45421,0.94156,-0.92104,CL0
0.7233,-0.40581,-0.57545,0.76096,1.13281,CL3
0.7233,0.25953,0.63779,1.61108,0.31287,CL2
0.7233,-0.52745,-0.94779,-1.21213,2.28554,CL0
-0.58331,-0.14277,0.63779,0.13136,0.31287,CL0
0.7233,-1.5184,0.16767,-0.30172,-1.43907,CL0
0.14143,0.12331,0.32197,-0.60633,-0.58016,CL2
-0.97631,-0.00665,0.00332,-0.01729,0.73545,CL1
-0.31776,-0.52745,1.2861,-0.15487,-0.79151,CL4
0.7233,-0.00665,0.63779,-0.15487,1.23461,CL0
0.29338,-0.27607,0.16767,-0.30172,0.62967,CL2
1.43533,-1.78169,1.11406,-1.47955,0.73545,CL3
2.44904,-0.65253,2.127,1.61108,0.22393,CL3
-2.8595,-1.13788,-1.7625,-1.47955,-0.46725,CL2
-0.01928,2.33337,1.74091,0.13136,-1.05308,CL2
1.43533,0.58489,0.16767,1.2861,1.23461,CL0
0.44585,-0.52745,-1.37639,-0.45321,-0.05188,CL2
0.58331,-0.65253,0.16767,1.2861,-1.32828,CL3
0.29338,1.63088,-0.30033,0.76096,0.82562,CL1
-0.71727,-0.89891,0.16767,-0.91699,0.62967,CL0
-0.58331,0.7583,0.00332,-0.91699,-0.34799,CL0
-0.01928,-1.5184,0.16767,0.59042,-0.92104,CL0
-1.11902,-0.40581,0.32197,0.43852,0.73545,CL0
0.44585,0.41594,0.47617,0.28783,-0.05188,CL0
-1.42424,-1.78169,-0.57545,-0.01729,0.41667,CL6
-0.97631,2.04506,0.96248,1.61108,-1.69163,CL0
-0.01928,-0.14277,0.00332,1.11406,-0.14882,CL0
-1.82919,1.30612,1.45421,1.11406,-2.3436,CL2
1.06238,-1.78169,-0.30033,1.45039,1.60383,CL3
-0.58331,0.41594,1.11406,1.2861,0.41667,CL2
1.43533,-0.52745,0.47617,1.11406,-0.92104,CL1
1.65653,2.63199,1.58487,0.76096,-1.43907,CL4
